"วันที่"|"สัญชาติ"|"จำนวน"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"MMR"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CAN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"PAK"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"GBR"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"FRA"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"USA"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"CHN"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-12"|"KOR"|"1"
"2025-06-11"|"USA"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"USA"|"1"
"2025-06-11"|"MMR"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"KOR"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"CHN"|"1"
"2025-06-11"|"KOR"|"1"
"2025-06-11"|"KOR"|"1"
"2025-06-11"|"KOR"|"1"
"2025-06-11"|"USA"|"1"
"2025-06-11"|"KOR"|"1"
"2025-06-11"|"KOR"|"1"
"2025-06-11"|"KOR"|"1"
"2025-06-11"|"KOR"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"MNG"|"1"
"2025-06-10"|"MNG"|"1"
"2025-06-10"|"MNG"|"1"
"2025-06-10"|"MNG"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"USA"|"1"
"2025-06-10"|"USA"|"1"
"2025-06-10"|"USA"|"1"
"2025-06-10"|"USA"|"1"
"2025-06-10"|"USA"|"1"
"2025-06-10"|"USA"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CAN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"USA"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"MMR"|"1"
"2025-06-10"|"ZMB"|"1"
"2025-06-10"|"SGP"|"1"
"2025-06-10"|"SGP"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"GBR"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-10"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"USA"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"USA"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"USA"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"TWN"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"KOR"|"1"
"2025-06-09"|"USA"|"1"
"2025-06-09"|"AUS"|"1"
"2025-06-09"|"ITA"|"1"
"2025-06-09"|"CHN"|"1"
"2025-06-08"|"MMR"|"1"
"2025-06-08"|"MMR"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"USA"|"1"
"2025-06-08"|"TWN"|"1"
"2025-06-08"|"CAN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"AUS"|"1"
"2025-06-08"|"MYS"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"TWN"|"1"
"2025-06-08"|"VNM"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"KOR"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"CHN"|"1"
"2025-06-08"|"KOR"|"1"
"2025-06-08"|"USA"|"1"
"2025-06-08"|"NZL"|"1"
"2025-06-08"|"JPN"|"1"
"2025-06-08"|"HKG"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"AUS"|"1"
"2025-06-07"|"TWN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CAN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"USA"|"1"
"2025-06-07"|"KOR"|"1"
"2025-06-07"|"CHN"|"1"
"2025-06-07"|"JPN"|"1"
"2025-06-06"|"GBR"|"1"
"2025-06-06"|"FRA"|"1"
"2025-06-06"|"HKG"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"TWN"|"1"
"2025-06-06"|"TWN"|"1"
"2025-06-06"|"NZL"|"1"
"2025-06-06"|"NZL"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"CHN"|"1"
"2025-06-06"|"USA"|"1"
"2025-06-06"|"NZL"|"1"
"2025-06-06"|"NZL"|"1"
"2025-06-06"|"KOR"|"1"
"2025-06-06"|"KOR"|"1"
"2025-06-06"|"KOR"|"1"
"2025-06-06"|"KOR"|"1"
"2025-06-06"|"USA"|"1"
"2025-06-06"|"USA"|"1"
"2025-06-06"|"USA"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CAN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"USA"|"1"
"2025-06-05"|"USA"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"NLD"|"1"
"2025-06-05"|"USA"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"USA"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"GBR"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"ISR"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"NZL"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"KOR"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"CHN"|"1"
"2025-06-05"|"USA"|"1"
"2025-06-05"|"USA"|"1"
"2025-06-04"|"VNM"|"1"
"2025-06-04"|"CHN"|"1"
"2025-06-04"|"PHL"|"1"
"2025-06-04"|"GBR"|"1"
"2025-06-04"|"MMR"|"1"
"2025-06-04"|"USA"|"1"
"2025-06-04"|"IND"|"1"
"2025-06-04"|"IND"|"1"
"2025-06-04"|"MYS"|"1"
"2025-06-04"|"CHN"|"1"
"2025-06-04"|"CHN"|"1"
"2025-06-04"|"CHN"|"1"
"2025-06-04"|"CAN"|"1"
"2025-06-04"|"FRA"|"1"
"2025-06-04"|"CHN"|"1"
"2025-06-04"|"KOR"|"1"
"2025-06-04"|"KOR"|"1"
"2025-06-04"|"KOR"|"1"
"2025-06-04"|"KOR"|"1"
"2025-06-04"|"KOR"|"1"
"2025-06-04"|"KOR"|"1"
"2025-06-04"|"KOR"|"1"
"2025-06-04"|"USA"|"1"
"2025-06-03"|"GBR"|"1"
"2025-06-03"|"USA"|"1"
"2025-06-03"|"USA"|"1"
"2025-06-03"|"CHN"|"1"
"2025-06-03"|"CHN"|"1"
"2025-06-03"|"CHN"|"1"
"2025-06-03"|"CHN"|"1"
"2025-06-03"|"MMR"|"1"
"2025-06-03"|"USA"|"1"
"2025-06-03"|"USA"|"1"
"2025-06-03"|"MMR"|"1"
"2025-06-03"|"MMR"|"1"
"2025-06-03"|"GBR"|"1"
"2025-06-03"|"CHN"|"1"
"2025-06-03"|"CHN"|"1"
"2025-06-03"|"GBR"|"1"
"2025-06-03"|"CHN"|"1"
"2025-06-03"|"NAM"|"1"
"2025-06-03"|"KOR"|"1"
"2025-06-02"|"CHN"|"1"
"2025-06-02"|"CHN"|"1"
"2025-06-02"|"CHN"|"1"
"2025-06-02"|"USA"|"1"
"2025-06-02"|"USA"|"1"
"2025-06-02"|"USA"|"1"
"2025-06-02"|"CAN"|"1"
"2025-06-02"|"MMR"|"1"
"2025-06-02"|"MMR"|"1"
"2025-06-02"|"CHN"|"1"
"2025-06-02"|"USA"|"1"
"2025-06-02"|"USA"|"1"
"2025-06-02"|"KOR"|"1"
"2025-06-02"|"USA"|"1"
"2025-06-01"|"CHE"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"USA"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"SGP"|"1"
"2025-06-01"|"MMR"|"1"
"2025-06-01"|"LAO"|"1"
"2025-06-01"|"MMR"|"1"
"2025-06-01"|"MMR"|"1"
"2025-06-01"|"MMR"|"1"
"2025-06-01"|"CHN"|"1"
"2025-06-01"|"USA"|"1"
"2025-06-01"|"GBR"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-21"|"USA"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-21"|"AUS"|"1"
"2025-11-21"|"ECU"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-21"|"USA"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-21"|"KHM"|"1"
"2025-11-21"|"RUS"|"1"
"2025-11-21"|"KOR"|"1"
"2025-11-21"|"JPN"|"1"
"2025-11-21"|"CHN"|"1"
"2025-11-23"|"CHN"|"1"
"2025-11-23"|"CHN"|"1"
"2025-11-23"|"CHE"|"1"
"2025-11-23"|"USA"|"1"
"2025-11-23"|"MYS"|"1"
"2025-11-23"|"CHN"|"1"
"2025-11-23"|"CHN"|"1"
"2025-11-23"|"CHN"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"MMR"|"1"
"2025-11-22"|"MMR"|"1"
"2025-11-22"|"ISR"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"TWN"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"USA"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"BGD"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"USA"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"HKG"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-22"|"MMR"|"1"
"2025-11-22"|"CHN"|"1"
"2025-11-24"|"GBR"|"1"
"2025-11-24"|"GBR"|"1"
"2025-11-24"|"TUR"|"1"
"2025-11-25"|"SGP"|"1"
"2025-11-25"|"CHN"|"1"
"2025-11-25"|"AUS"|"1"
"2025-11-25"|"CHN"|"1"
"2025-11-25"|"CHN"|"1"
"2025-11-25"|"CHN"|"1"
"2025-11-25"|"KOR"|"1"
"2025-11-25"|"KOR"|"1"
"2025-11-25"|"KOR"|"1"
"2025-11-26"|"CHN"|"1"
"2025-11-26"|"CHN"|"1"
"2025-11-26"|"USA"|"1"
"2025-11-26"|"USA"|"1"
"2025-11-26"|"GBR"|"1"
"2025-11-26"|"CHN"|"1"
"2025-11-26"|"CHN"|"1"
"2025-11-26"|"CHN"|"1"
"2025-11-26"|"USA"|"1"
"2025-11-26"|"AUS"|"1"
"2025-11-26"|"RUS"|"1"
"2025-11-26"|"USA"|"1"
"2025-11-26"|"KOR"|"1"
"2025-11-26"|"KOR"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"MMR"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"CHN"|"1"
"2025-11-27"|"GBR"|"1"
"2025-11-27"|"KOR"|"1"
"2025-11-27"|"MYS"|"1"
"2025-11-27"|"KOR"|"1"
"2025-11-27"|"KOR"|"1"
"2025-11-28"|"MMR"|"1"
"2025-11-28"|"MMR"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"MMR"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"HKG"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CAN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"GBR"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"MYS"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"CHN"|"1"
"2025-11-28"|"KOR"|"1"
"2025-11-28"|"KOR"|"1"
"2025-11-28"|"MMR"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"MMR"|"1"
"2025-11-29"|"MMR"|"1"
"2025-11-29"|"MMR"|"1"
"2025-11-29"|"VNM"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"CHN"|"1"
"2025-11-29"|"KOR"|"1"
"2025-11-29"|"BNO"|"1"
"2025-11-29"|"BNO"|"1"
"2025-11-29"|"HKG"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"MMR"|"1"
"2025-12-01"|"MMR"|"1"
"2025-12-01"|"MMR"|"1"
"2025-12-01"|"KOR"|"1"
"2025-12-01"|"JPN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"GBR"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"MMR"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"MMR"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"KOR"|"1"
"2025-12-01"|"JPN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-01"|"CHN"|"1"
"2025-12-02"|"CHN"|"1"
"2025-12-02"|"USA"|"1"
"2025-12-02"|"USA"|"1"
"2025-12-02"|"USA"|"1"
"2025-12-02"|"USA"|"1"
"2025-12-02"|"MMR"|"1"
"2025-12-02"|"NPL"|"1"
"2025-12-02"|"USA"|"1"
"2025-12-02"|"USA"|"1"
"2025-12-02"|"USA"|"1"
"2025-12-02"|"USA"|"1"
"2025-12-02"|"CHN"|"1"
"2025-12-02"|"CHN"|"1"
"2025-12-02"|"CHN"|"1"
"2025-12-02"|"CHN"|"1"
"2025-12-02"|"CHN"|"1"
"2025-12-02"|"CHN"|"1"
"2025-12-02"|"KOR"|"1"
"2025-12-03"|"MMR"|"1"
"2025-12-03"|"RUS"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"MMR"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"USA"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"CHN"|"1"
"2025-12-03"|"KOR"|"1"
"2025-12-03"|"KOR"|"1"
"2025-12-03"|"KOR"|"1"
"2025-12-03"|"KOR"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"USA"|"1"
"2025-12-04"|"USA"|"1"
"2025-12-04"|"BGD"|"1"
"2025-12-04"|"AUS"|"1"
"2025-12-04"|"MMR"|"1"
"2025-12-04"|"KOR"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"USA"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"USA"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-04"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"JPN"|"1"
"2025-12-05"|"MMR"|"1"
"2025-12-05"|"MMR"|"1"
"2025-12-05"|"DEU"|"1"
"2025-12-05"|"FRA"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-05"|"CHN"|"1"
"2025-12-06"|"CHN"|"1"
"2025-12-06"|"IND"|"1"
"2025-12-06"|"CHN"|"1"
"2025-12-06"|"CHN"|"1"
"2025-12-06"|"CHN"|"1"
"2025-12-06"|"COL"|"1"
"2025-12-06"|"CHN"|"1"
"2025-12-06"|"CHN"|"1"
"2025-12-06"|"KOR"|"1"
"2025-12-06"|"CHN"|"1"
"2025-12-06"|"KOR"|"1"
"2025-12-07"|"AUS"|"1"
"2025-12-07"|"KOR"|"1"
"2025-12-07"|"KOR"|"1"
"2025-12-07"|"CHN"|"1"
"2025-12-07"|"CHN"|"1"
"2025-12-07"|"KOR"|"1"
"2025-12-07"|"SGP"|"1"
"2025-12-07"|"IDN"|"1"
"2025-12-07"|"IDN"|"1"
"2025-12-08"|"CHN"|"1"
"2025-12-08"|"MMR"|"1"
"2025-12-08"|"AUS"|"1"
"2025-12-08"|"AUS"|"1"
"2025-12-08"|"CHN"|"1"
"2025-12-08"|"MMR"|"1"
"2025-12-08"|"MMR"|"1"
"2025-12-08"|"MMR"|"1"
"2025-12-08"|"CHN"|"1"
"2025-12-08"|"KOR"|"1"
"2025-12-08"|"CHN"|"1"
"2025-12-08"|"USA"|"1"
"2025-12-08"|"KOR"|"1"
"2025-12-08"|"KOR"|"1"
"2025-12-09"|"CHN"|"1"
"2025-12-09"|"MMR"|"1"
"2025-12-09"|"MMR"|"1"
"2025-12-09"|"USA"|"1"
"2025-12-09"|"CHN"|"1"
"2025-12-09"|"CHN"|"1"
"2025-12-09"|"CHN"|"1"
"2025-12-09"|"CHN"|"1"
"2025-12-09"|"NZL"|"1"
"2025-12-09"|"USA"|"1"
